Target device: xilinx_u280_gen3x16_xdma_base_1-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
9033.58,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9053.72,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9073.87,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9094.02,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9114.19,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9134.39,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9154.61,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9174.75,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9194.94,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9215.12,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9235.31,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9255.49,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9275.68,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9295.86,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9316.01,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9336.19,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9356.37,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9376.56,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9396.7,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9416.89,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9437.07,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9457.26,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9477.44,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9497.63,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9517.81,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9537.99,765,12182,1336,12149,10326,851,0,3287,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1149,
9558.17,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9579.37,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9599.51,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9619.69,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9639.88,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9660.06,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9680.24,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9700.43,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9720.61,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9740.76,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9760.95,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9781.13,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9801.32,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9821.5,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9841.68,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9861.86,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9882.05,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9902.23,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9922.41,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9942.6,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9962.74,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
9982.92,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10003.1,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10023.3,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10043.5,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10063.7,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10083.8,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10104,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10124.2,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10144.4,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10164.6,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10184.7,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10204.9,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10225,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10245.2,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10265.4,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10285.6,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10305.8,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10326,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10346.1,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10366.3,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10386.5,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10406.7,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10426.8,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10447,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10467.2,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10487.4,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10507.6,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10527.7,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10547.9,767,12186,1328,12150,10128,851,0,3285,0,2,0,0,30,26,0,0,32,40,34,35,28,0,0,1150,
10568.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10589.4,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10609.6,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10629.7,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10649.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10670.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10690.3,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10710.5,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10730.7,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10750.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10771,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10791.2,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10811.4,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10831.6,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10851.7,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10871.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10892.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10912.2,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10932.4,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10952.6,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10972.8,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
10993,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11013.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11033.3,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11053.5,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11073.7,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11093.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11114.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11134.2,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11154.4,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11174.6,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11194.8,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11214.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11235.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11255.3,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11275.5,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11295.7,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11315.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11336.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11356.2,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11376.4,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11396.6,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11416.8,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11436.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11457.1,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11477.3,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11497.5,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11517.7,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11537.9,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11558,793,12182,1328,12147,10224,851,0,3282,0,2,0,0,30,26,0,0,33,39,34,35,28,0,0,1151,
11578.2,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11599.5,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11619.7,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11639.8,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11660,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11680.2,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11700.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11720.5,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11740.7,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11760.9,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11781.1,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11801.3,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11821.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11841.6,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11861.8,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11882,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11902.1,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11922.3,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11942.5,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11962.7,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
11982.9,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12003.1,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12023.3,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12043.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12063.6,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12083.8,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12104,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12124.2,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12144.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12164.6,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12184.7,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12204.9,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12225.1,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12245.3,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12265.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12285.6,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12305.8,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12326,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12346.2,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12366.3,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12386.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12406.6,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12426.7,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12446.8,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12467,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12487.1,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12507.2,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12527.4,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12547.5,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12567.7,765,12183,1340,12145,10278,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1150,
12587.8,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12609.1,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12629.3,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12649.5,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12669.7,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12689.9,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12710,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12730.2,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12750.4,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12770.6,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12790.7,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12810.9,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12831.1,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12851.3,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12871.4,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12891.6,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12911.8,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12932,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12952.2,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12972.3,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
12992.5,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13012.7,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13032.9,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13053,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13073.2,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13093.4,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13113.6,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13133.7,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13153.9,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13174.1,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13194.2,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13214.4,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13234.6,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13254.8,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13275,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13295.2,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13315.3,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13335.5,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13355.7,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13375.8,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13396,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13416.2,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13436.4,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13456.6,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13476.7,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13496.9,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13517.1,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13537.3,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13557.5,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13577.6,773,12180,1329,12147,10140,851,0,3282,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1152,
13597.8,758,12184,1331,12147,10314,851,0,3281,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1151,
13618.9,758,12184,1331,12147,10314,851,0,3281,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1151,
13639.1,758,12184,1331,12147,10314,851,0,3281,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1151,
13659.3,758,12184,1331,12147,10314,851,0,3281,0,2,0,0,30,26,0,0,33,40,35,35,28,0,0,1151,
