Target device: xilinx_u280_gen3x16_xdma_base_1-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
1106.23,897,12242,1284,12197,8838,850,0,3275,2,0,0,0,27,24,0,0,31,35,30,32,27,0,0,1146,
1126.37,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4707.89,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4728.04,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4748.18,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4768.32,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4788.49,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4808.63,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4828.8,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4848.98,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4869.15,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4889.28,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4909.42,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4929.59,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4949.76,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4969.93,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
4990.11,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5010.28,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5030.45,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5050.6,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5070.76,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5090.91,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5111.07,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5131.21,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5151.35,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5171.52,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5191.69,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5211.86,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5232.03,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5252.17,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5272.31,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5292.48,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5312.66,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5332.82,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5353,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5373.14,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5393.32,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5413.49,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5433.66,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5453.79,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5473.92,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5494.06,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5514.23,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5534.36,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5554.51,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5574.65,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5594.78,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5614.92,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5635.09,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5655.22,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5675.36,715,12244,1064,12196,7350,850,0,3275,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5695.54,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5716.85,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5737.01,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5757.15,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5777.29,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5797.53,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5817.67,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5837.8,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5857.97,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5878.14,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5898.28,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5918.45,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5938.62,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5958.76,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5978.94,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
5999.12,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6019.3,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6039.47,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6059.61,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6079.78,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6099.97,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6120.15,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6140.29,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6160.47,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6180.65,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6200.83,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6221.02,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6241.21,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6261.4,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6281.58,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6301.73,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6321.93,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6342.12,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6362.3,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6382.48,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6402.62,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6422.8,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6442.95,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6463.15,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6483.32,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6503.47,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6523.66,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6543.84,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6564.03,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6584.22,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6604.36,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6624.55,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6644.74,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6664.92,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6685.1,1077,12241,1425,12182,10128,851,0,3273,2,0,0,0,27,24,0,0,31,33,0,32,26,0,0,1146,
6705.25,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6726.55,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6746.74,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6766.93,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6787.11,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6807.26,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6827.41,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6847.6,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6867.78,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6887.96,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6908.11,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6928.29,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6948.48,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6968.67,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
6988.86,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7009,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7029.19,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7049.38,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7069.56,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7089.75,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7109.93,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7130.07,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7150.26,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7170.44,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7190.63,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7210.81,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7230.95,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7251.14,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7271.33,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7291.51,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7311.7,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7331.88,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7352.06,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7372.25,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7392.44,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7412.64,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7432.82,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7452.96,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7473.1,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7493.29,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7513.48,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7533.66,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7553.84,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7574.03,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7594.23,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7614.42,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7634.59,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7654.74,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7674.93,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7695.11,1103,12243,1427,12189,10128,850,0,3271,2,0,0,0,27,24,0,0,31,34,0,32,26,0,0,1146,
7715.3,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7736.62,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7756.76,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7776.96,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7797.15,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7817.28,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7837.42,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7857.56,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7877.75,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7897.94,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7918.12,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7938.29,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7958.44,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7978.63,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
7998.81,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8018.94,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8039.08,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8059.22,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8079.41,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8099.6,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8119.78,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8139.97,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8160.15,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8180.3,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
8200.48,1092,12242,1416,12191,10068,850,0,3276,2,0,0,0,27,24,0,0,31,37,32,32,27,0,0,1146,
